phi, Mean_Perm, Std_dev_Perm
0.05, 0.03469152654888974, 0.00850873907070263
0.08333333333333334, 0.3298584381945125, 0.08220156124492965
0.11666666666666667, 1.4411026641715714, 0.35767572573287326
0.15000000000000002, 4.359692088918941, 1.0672907344672438
0.18333333333333335, 10.518672332023131, 2.5697785238893758
0.21666666666666667, 21.974930377935227, 5.339021188795255
0.25, 41.3489269242036, 10.173218822762284
0.2833333333333333, 71.54540503842509, 17.601531272123857
0.31666666666666665, 117.37100905897184, 28.95124404123772
0.35, 181.12413989291232, 44.50678322119103
