# t_values Z_values
0.0 3458.084115729347
1.792480880555449 4760.479131678979
2.8788319247465357 4266.468705963054
4.1824498624955675 2784.4314326595018
5.051534013128725 988.02427780658
6.029243322340141 2335.329643946271
7.821724202895583 2065.8683993995965
9.940113711988646 1976.0476990194772
11.08077733546886 3053.8926772061764
12.981895806903632 898.2052906138262
13.959609260215394 2245.510656753517
14.937326857627522 1257.4855223532547
21.8899710539903 1751.4968046628621
26.18105850736519 1212.5751721631952
31.01532148283562 1122.7561849704414
32.101672527026714 2739.521082469442
33.89415340758216 3458.084115729347
35.1434546219417 2200.5985933760926
35.95821790508502 718.5630332599052
36.881618779107654 1751.4968046628621
39.0 1167.6648219731355
