# t_values Z_values
0 27278.3879310345
1.575757576 27278.3879310345
4.96969697 27278.3879310345
6 27278.3879310345
10 27278.3879310345
11.09090909 27278.3879310345
12.96969697 27278.3879310345
14.06060606 27278.3879310345
15.03030303 27278.3879310345
31.03030303 27278.3879310345
32 27278.3879310345
34 27278.3879310345
36.12121212 27278.3879310345
37.15151515 27278.3879310345
38.18181818 27278.3879310345
39.03030303 27278.3879310345
