# t_values Z_values
-0.1212121212121211 19962.281384698275
1.878787878787879 18859.264143318964
4.96969696969697 7829.091729525862
5.878787878787879 9189.479660560344
9.93939393939394 5549.522764008621
10.848484848484848 6137.798626077587
12.969696969696969 3012.5831088362083
14 4372.97103987069
15.030303030303031 3159.6520743534493
30.96969696969697 733.0141433189674
32.06060606060606 2056.6348329741395
33.81818181818182 512.4106950431051
