t_values T_values Z_values t_values0 t_values1 t_values2 t_values3 t_values4 t_values5
36.221408759412725 40.0 3910.277990894673 2.485677802230912 5.670097151885863 9.96962365343576 14.392900848011482 33.39511501594347 0.0
34.87693550482711 50.0 6754.027941224481 1.7255336790449138 4.917034974131584 5.877026675411512 8.706525290408694 32.51592027414275 0.0
31.032496914849855 60.0 8677.407961460449 0.0 4.06844025207244 5.125488744783876 5.536591571518044 14.520738636363632 0.0
22.07139265962793 70.0 10032.915775992098 0.0 3.470390586889601 4.526229741197623 5.529892361236019 10.797352198455124 0.0
13.763197586727 80.0 11796.176733889846 0.0 2.692440349940895 3.746706382228693 4.800502389394693 7.24685057589468 0.0
10.495551620871316 90.0 13390.227635553769 0.0 1.9891455420434576 3.0419894158223104 4.1411077960586615 5.724743631222746 0.0
7.274939704607222 100.0 15527.630791693144 0.0 -0.0606060606060605 2.097060827525864 3.2569502804696024 5.129704420050536 0.0
5.821015585721468 110.0 16429.102776732474 0.0 -0.0606060606060605 1.698527379231253 2.884047663396112 4.735699760941091 0.0
4.928316265777566 120.0 15499.839133679789 0.0 -0.0606060606060605 2.1093472939781783 3.2684465689599644 5.141851267565892 0.0
3.740731920298484 130.0 19346.577207312144 0.0 -0.0606060606060605 -0.1212121212121211 0.9951877940171264 3.4605647178582903 0.0
2.793247476505395 140.0 22415.600892230235 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 2.1191923282080367 0.0
2.2015315001740348 150.0 24332.24486248412 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 0.018085949414732 0.0
1.4808369107011647 160.0 26414.576628826944 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 -0.1212121212121211 0.0
0.5077928607340363 170.0 26982.178936571567 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 -0.1212121212121211 0.0
0.1357466063348411 180.0 27199.20334835628 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 -0.1212121212121211 0.0
0.1357466063348411 180.0 27199.20334835628 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 -0.1212121212121211 0.0
0.1357466063348411 180.0 27199.20334835628 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 -0.1212121212121211 0.0
0.1357466063348411 180.0 27199.20334835628 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 -0.1212121212121211 0.0
0.1357466063348411 180.0 27199.20334835628 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 -0.1212121212121211 0.0
0.1357466063348411 180.0 27199.20334835628 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 -0.1212121212121211 0.0
0.1357466063348411 180.0 27199.20334835628 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 -0.1212121212121211 0.0
0.1357466063348411 180.0 27199.20334835628 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 -0.1212121212121211 0.0
0.1357466063348411 180.0 27199.20334835628 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 -0.1212121212121211 0.0
0.1357466063348411 180.0 27199.20334835628 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 -0.1212121212121211 0.0
0.1357466063348411 180.0 27199.20334835628 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 -0.1212121212121211 0.0
0.1357466063348411 180.0 27199.20334835628 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 -0.1212121212121211 0.0
0.1357466063348411 180.0 27199.20334835628 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 -0.1212121212121211 0.0
0.1357466063348411 180.0 27199.20334835628 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 -0.1212121212121211 0.0
0.1357466063348411 180.0 27199.20334835628 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 -0.1212121212121211 0.0
0.1357466063348411 180.0 27199.20334835628 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 -0.1212121212121211 0.0
0.1357466063348411 180.0 27199.20334835628 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 -0.1212121212121211 0.0
0.1357466063348411 180.0 27199.20334835628 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 -0.1212121212121211 0.0
0.1357466063348411 180.0 27199.20334835628 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 -0.1212121212121211 0.0
0.1357466063348411 180.0 27199.20334835628 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 -0.1212121212121211 0.0
0.1357466063348411 180.0 27199.20334835628 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 -0.1212121212121211 0.0
0.1357466063348411 180.0 27199.20334835628 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 -0.1212121212121211 0.0
0.1357466063348411 180.0 27199.20334835628 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 -0.1212121212121211 0.0
0.1357466063348411 180.0 27199.20334835628 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 -0.1212121212121211 0.0
0.1357466063348411 180.0 27199.20334835628 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 -0.1212121212121211 0.0
0.1357466063348411 180.0 27199.20334835628 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 -0.1212121212121211 0.0
0.1357466063348411 180.0 27199.20334835628 0.0 -0.0606060606060605 -0.1212121212121211 -0.1212121212121211 -0.1212121212121211 0.0
