#Mean_Perm Std_dev_Perm
1.1423892780308662 0.8314291396488367
1.1501280573603716 0.8456887799082399
1.1549346611657043 0.8172044719791022
1.1578963014343866 0.8318000983277698
1.146287557528671 0.8328966341531742
1.1443398050903888 0.8246825323570331
1.1436212748622936 0.8333475598097246
1.1363156884329317 0.8218420944341982
1.1475437243178563 0.8278331593585373
1.1504134199542562 0.8350474226710569
1.1633989951012784 0.835887604091706
1.1445980691559028 0.8335144850153975
1.1471712562697147 0.8248639010039462
1.1489204143483247 0.8292885588396092
1.1556056817188456 0.8440124805571815
1.1625690045740593 0.846118609989151
1.151335653284156 0.836806510098107
1.1474073496898245 0.8294920545482557
1.1474645700443853 0.835156083868433
1.1405933545113218 0.8099176045980464
1.1475707003452855 0.8342619082473346
1.1458535169725854 0.8375950019049065
1.151710469970531 0.8504393889806839
1.1467177976402998 0.837030869352438
1.1539948982734578 0.8444430359096167
