# Z_values t_values
3910.277990894673 0.0
6754.027941224481 0.0
8677.407961460449 0.0
10032.915775992098 0.0
11796.176733889846 0.0
13390.227635553769 0.0
15527.630791693144 0.0
16429.102776732474 0.0
15499.839133679789 0.0
19346.577207312144 0.0
22415.600892230235 0.0
24332.244862484116 0.0
26414.576628826944 0.0
26982.178936571567 0.0
27199.203348356277 0.0
27199.203348356277 0.0
