Mean_Perm, Std_dev_Perm
186.36862886343548, 355.6852475659251
187.75366715886483, 357.0966434773526
182.46071373882754, 316.73595038086967
179.98980136163016, 336.63542233460305
184.3608703367857, 376.4961590533026
187.67489756528497, 353.03119005487747
184.82651925603162, 348.4771284403893
188.38013587737947, 362.6630431821756
185.62539481859667, 349.5506470431066
192.00051682593747, 381.98294583016695
