# t_values T_values
36.221408759412725 40.0
34.87693550482711 50.0
31.032496914849858 60.0
22.071392659627932 70.0
13.763197586727001 80.0
10.495551620871316 90.0
7.274939704607222 100.0
5.821015585721468 110.0
4.928316265777566 120.0
3.740731920298484 130.0
2.793247476505395 140.0
2.2015315001740348 150.0
1.4808369107011647 160.0
0.5077928607340363 170.0
0.13574660633484115 180.0
0.13574660633484115 190.0
