sw, Mean_Perm, Std_dev_Perm
0.2, 181.8220995340709, 211.5749822109952
0.22222222222222224, 148.59632695954915, 172.86661542477043
0.24444444444444446, 122.94837920901762, 143.58605261488654
0.26666666666666666, 105.39719252863424, 123.46353007716355
0.2888888888888889, 87.64635497464123, 100.2078260516535
0.3111111111111111, 75.61009213634549, 87.4626870316616
0.33333333333333337, 66.02516287673842, 77.18772469964858
0.35555555555555557, 59.222251889377496, 69.36945201013808
0.37777777777777777, 52.31817737755024, 59.60746960065211
0.4, 46.59688301825906, 52.700549510467624
