phi, Mean_Perm, Std_dev_Perm
0.06, 0.636010508822724, 0.6758979149289801
0.08666666666666667, 3.0744895398693743, 3.235095051542323
0.11333333333333333, 10.070626862098845, 10.683937989128198
0.13999999999999999, 26.34711598440762, 27.70664807182853
0.16666666666666666, 55.59148699762778, 59.217950823465316
0.19333333333333333, 109.78018426341782, 118.16544629398408
0.21999999999999997, 188.35276428693166, 200.88079263837346
0.24666666666666665, 316.91539162212524, 338.2257062565798
0.2733333333333333, 496.02296769091805, 531.20817399734
0.3, 747.7740104807378, 794.9079550994009
